measurement,cell_type,cell_name,sample_name,gene_symbol,observation
0.9749,Cellline,EWS,EWS.C11,LBR,8715
1.3843,Cellline,EWS,EWS.C2,LBR,8716
1.5368,Cellline,EWS,EWS.C3,LBR,8717
0.9809,Cellline,EWS,EWS.C4,LBR,8718
0.6499,Cellline,EWS,EWS.C6,LBR,8719
1.2859,Cellline,EWS,EWS.C7,LBR,8720
0.948,Cellline,EWS,EWS.C8,LBR,8721
0.5918,Cellline,EWS,EWS.C9,LBR,8722
1.6992,Cellline,NB,NB.C1,LBR,8723
0.8517,Cellline,NB,NB.C10,LBR,8724
0.6314,Cellline,NB,NB.C11,LBR,8725
1.6911,Cellline,NB,NB.C12,LBR,8726
1.5747,Cellline,NB,NB.C2,LBR,8727
1.0261,Cellline,NB,NB.C3,LBR,8728
1.2139,Cellline,NB,NB.C4,LBR,8729
1.1495,Cellline,NB,NB.C5,LBR,8730
1.6614,Cellline,NB,NB.C6,LBR,8731
0.8677,Cellline,NB,NB.C7,LBR,8732
2.5097,Cellline,NB,NB.C8,LBR,8733
2.0403,Cellline,NB,NB.C9,LBR,8734
1.7705,Cellline,RMS,RMS.C10,LBR,8735
0.6899,Cellline,RMS,RMS.C11,LBR,8736
0.3106,Cellline,RMS,RMS.C2,LBR,8737
1.1323,Cellline,RMS,RMS.C3,LBR,8738
0.6946,Cellline,RMS,RMS.C4,LBR,8739
1.1322,Cellline,RMS,RMS.C5,LBR,8740
1.5957,Cellline,RMS,RMS.C6,LBR,8741
1.3233,Cellline,RMS,RMS.C7,LBR,8742
1.87,Cellline,RMS,RMS.C8,LBR,8743
0.3436,Cellline,RMS,RMS.C9,LBR,8744
0.621,Tumor,EWS,EWS.T1,LBR,8745
0.2945,Tumor,EWS,EWS.T11,LBR,8746
0.3326,Tumor,EWS,EWS.T12,LBR,8747
0.2891,Tumor,EWS,EWS.T13,LBR,8748
0.2277,Tumor,EWS,EWS.T14,LBR,8749
0.4673,Tumor,EWS,EWS.T15,LBR,8750
0.3789,Tumor,EWS,EWS.T19,LBR,8751
1.3695,Tumor,EWS,EWS.T2,LBR,8752
0.3412,Tumor,EWS,EWS.T3,LBR,8753
1.7819,Tumor,EWS,EWS.T4,LBR,8754
0.577,Tumor,EWS,EWS.T6,LBR,8755
0.3974,Tumor,EWS,EWS.T7,LBR,8756
0.6718,Tumor,EWS,EWS.T9,LBR,8757
1.3929,Tumor,RMS,RMS.T1,LBR,8758
0.9899,Tumor,RMS,RMS.T10,LBR,8759
0.5536,Tumor,RMS,RMS.T11,LBR,8760
0.7465,Tumor,RMS,RMS.T2,LBR,8761
0.5694,Tumor,RMS,RMS.T3,LBR,8762
0.7481,Tumor,RMS,RMS.T4,LBR,8763
1.2935,Tumor,RMS,RMS.T5,LBR,8764
0.4984,Tumor,RMS,RMS.T6,LBR,8765
0.2052,Tumor,RMS,RMS.T7,LBR,8766
0.5418,Tumor,RMS,RMS.T8,LBR,8767
0.5508,Tumor,RMS,RMS.T9,LBR,8768
0.0732,Cellline,BL-NHL,BL.C1,LGALS3BP,8769
0.4467,Cellline,BL-NHL,BL.C2,LGALS3BP,8770
0.4754,Cellline,BL-NHL,BL.C3,LGALS3BP,8771
0.1486,Cellline,BL-NHL,BL.C4,LGALS3BP,8772
0.0754,Cellline,BL-NHL,BL.C5,LGALS3BP,8773
0.5146,Cellline,BL-NHL,BL.C6,LGALS3BP,8774
0.3675,Cellline,BL-NHL,BL.C7,LGALS3BP,8775
0.1527,Cellline,BL-NHL,BL.C8,LGALS3BP,8776
0.3442,Cellline,EWS,EWS.C1,LGALS3BP,8777
3.9464,Cellline,EWS,EWS.C10,LGALS3BP,8778
3.147,Cellline,EWS,EWS.C11,LGALS3BP,8779
1.5012,Cellline,EWS,EWS.C2,LGALS3BP,8780
4.0216,Cellline,EWS,EWS.C3,LGALS3BP,8781
1.5928,Cellline,EWS,EWS.C4,LGALS3BP,8782
2.1033,Cellline,EWS,EWS.C6,LGALS3BP,8783
1.3347,Cellline,EWS,EWS.C7,LGALS3BP,8784
6.0583,Cellline,EWS,EWS.C8,LGALS3BP,8785
2.077,Cellline,EWS,EWS.C9,LGALS3BP,8786
0.8243,Cellline,NB,NB.C1,LGALS3BP,8787
1.8043,Cellline,NB,NB.C10,LGALS3BP,8788
2.8093,Cellline,NB,NB.C11,LGALS3BP,8789
0.7562,Cellline,NB,NB.C12,LGALS3BP,8790
2.6116,Cellline,NB,NB.C2,LGALS3BP,8791
2.5169,Cellline,NB,NB.C3,LGALS3BP,8792
2.4201,Cellline,NB,NB.C4,LGALS3BP,8793
1.2423,Cellline,NB,NB.C5,LGALS3BP,8794
0.5371,Cellline,NB,NB.C6,LGALS3BP,8795
2.4051,Cellline,NB,NB.C7,LGALS3BP,8796
0.331,Cellline,NB,NB.C8,LGALS3BP,8797
1.8593,Cellline,NB,NB.C9,LGALS3BP,8798
1.3031,Cellline,RMS,RMS.C10,LGALS3BP,8799
1.9969,Cellline,RMS,RMS.C11,LGALS3BP,8800
2.3521,Cellline,RMS,RMS.C2,LGALS3BP,8801
0.4357,Cellline,RMS,RMS.C3,LGALS3BP,8802
0.4631,Cellline,RMS,RMS.C4,LGALS3BP,8803
0.2262,Cellline,RMS,RMS.C5,LGALS3BP,8804
0.7515,Cellline,RMS,RMS.C6,LGALS3BP,8805
1.5021,Cellline,RMS,RMS.C7,LGALS3BP,8806
3.0433,Cellline,RMS,RMS.C8,LGALS3BP,8807
0.6303,Cellline,RMS,RMS.C9,LGALS3BP,8808
0.5662,Tumor,EWS,EWS.T1,LGALS3BP,8809
2.9727,Tumor,EWS,EWS.T11,LGALS3BP,8810
2.1858,Tumor,EWS,EWS.T12,LGALS3BP,8811
3.0389,Tumor,EWS,EWS.T13,LGALS3BP,8812
1.2582,Tumor,EWS,EWS.T14,LGALS3BP,8813
2.4516,Tumor,EWS,EWS.T15,LGALS3BP,8814
1.4466,Tumor,EWS,EWS.T19,LGALS3BP,8815
2.6491,Tumor,EWS,EWS.T2,LGALS3BP,8816
3.3998,Tumor,EWS,EWS.T3,LGALS3BP,8817
1.8942,Tumor,EWS,EWS.T4,LGALS3BP,8818
3.6946,Tumor,EWS,EWS.T6,LGALS3BP,8819
1.8926,Tumor,EWS,EWS.T7,LGALS3BP,8820
1.6415,Tumor,EWS,EWS.T9,LGALS3BP,8821
1.3746,Tumor,RMS,RMS.T1,LGALS3BP,8822
0.387,Tumor,RMS,RMS.T10,LGALS3BP,8823
1.4699,Tumor,RMS,RMS.T11,LGALS3BP,8824
0.6116,Tumor,RMS,RMS.T2,LGALS3BP,8825
0.6136,Tumor,RMS,RMS.T3,LGALS3BP,8826
1.0378,Tumor,RMS,RMS.T4,LGALS3BP,8827
0.9969,Tumor,RMS,RMS.T5,LGALS3BP,8828
0.8095,Tumor,RMS,RMS.T6,LGALS3BP,8829
0.1152,Tumor,RMS,RMS.T7,LGALS3BP,8830
1.6276,Tumor,RMS,RMS.T8,LGALS3BP,8831
0.6961,Tumor,RMS,RMS.T9,LGALS3BP,8832
0.4874,Cellline,BL-NHL,BL.C1,LOXL2,8833
0.2356,Cellline,BL-NHL,BL.C2,LOXL2,8834
0.1544,Cellline,BL-NHL,BL.C3,LOXL2,8835
0.4756,Cellline,BL-NHL,BL.C4,LOXL2,8836
0.4471,Cellline,BL-NHL,BL.C5,LOXL2,8837
0.5365,Cellline,BL-NHL,BL.C6,LOXL2,8838
0.1549,Cellline,BL-NHL,BL.C7,LOXL2,8839
0.1708,Cellline,BL-NHL,BL.C8,LOXL2,8840
0.1304,Cellline,EWS,EWS.C1,LOXL2,8841
0.1504,Cellline,EWS,EWS.C10,LOXL2,8842
0.2368,Cellline,EWS,EWS.C11,LOXL2,8843
0.1963,Cellline,EWS,EWS.C2,LOXL2,8844
0.2235,Cellline,EWS,EWS.C3,LOXL2,8845
0.269,Cellline,EWS,EWS.C4,LOXL2,8846
0.3124,Cellline,EWS,EWS.C6,LOXL2,8847
0.4457,Cellline,EWS,EWS.C7,LOXL2,8848
0.2621,Cellline,EWS,EWS.C8,LOXL2,8849
0.3433,Cellline,EWS,EWS.C9,LOXL2,8850
0.4486,Cellline,NB,NB.C1,LOXL2,8851
0.4859,Cellline,NB,NB.C10,LOXL2,8852
0.8159,Cellline,NB,NB.C11,LOXL2,8853
0.4372,Cellline,NB,NB.C12,LOXL2,8854
2.1553,Cellline,NB,NB.C2,LOXL2,8855
0.4575,Cellline,NB,NB.C3,LOXL2,8856
0.2946,Cellline,NB,NB.C4,LOXL2,8857
0.404,Cellline,NB,NB.C5,LOXL2,8858
0.6903,Cellline,NB,NB.C6,LOXL2,8859
3.3625,Cellline,NB,NB.C7,LOXL2,8860
0.3419,Cellline,NB,NB.C8,LOXL2,8861
0.7223,Cellline,NB,NB.C9,LOXL2,8862
0.8202,Cellline,RMS,RMS.C10,LOXL2,8863
0.5494,Cellline,RMS,RMS.C11,LOXL2,8864
1.5431,Cellline,RMS,RMS.C2,LOXL2,8865
0.6892,Cellline,RMS,RMS.C3,LOXL2,8866
0.4953,Cellline,RMS,RMS.C4,LOXL2,8867
0.2219,Cellline,RMS,RMS.C5,LOXL2,8868
0.2855,Cellline,RMS,RMS.C6,LOXL2,8869
0.7085,Cellline,RMS,RMS.C7,LOXL2,8870
0.5487,Cellline,RMS,RMS.C8,LOXL2,8871
0.9142,Cellline,RMS,RMS.C9,LOXL2,8872
0.2653,Tumor,EWS,EWS.T1,LOXL2,8873
0.2672,Tumor,EWS,EWS.T11,LOXL2,8874
0.3076,Tumor,EWS,EWS.T12,LOXL2,8875
0.6922,Tumor,EWS,EWS.T13,LOXL2,8876
0.2902,Tumor,EWS,EWS.T14,LOXL2,8877
0.3572,Tumor,EWS,EWS.T15,LOXL2,8878
0.6093,Tumor,EWS,EWS.T19,LOXL2,8879
0.3913,Tumor,EWS,EWS.T2,LOXL2,8880
0.488,Tumor,EWS,EWS.T3,LOXL2,8881
1.0147,Tumor,EWS,EWS.T4,LOXL2,8882
0.5544,Tumor,EWS,EWS.T6,LOXL2,8883
0.3152,Tumor,EWS,EWS.T7,LOXL2,8884
0.6674,Tumor,EWS,EWS.T9,LOXL2,8885
0.6704,Tumor,RMS,RMS.T1,LOXL2,8886
2.9548,Tumor,RMS,RMS.T10,LOXL2,8887
0.4991,Tumor,RMS,RMS.T11,LOXL2,8888
0.9277,Tumor,RMS,RMS.T2,LOXL2,8889
1.1441,Tumor,RMS,RMS.T3,LOXL2,8890
1.007,Tumor,RMS,RMS.T4,LOXL2,8891
1.3061,Tumor,RMS,RMS.T5,LOXL2,8892
1.2536,Tumor,RMS,RMS.T6,LOXL2,8893
12.781,Tumor,RMS,RMS.T7,LOXL2,8894
3.9121,Tumor,RMS,RMS.T8,LOXL2,8895
1.6527,Tumor,RMS,RMS.T9,LOXL2,8896
0.0905,Cellline,BL-NHL,BL.C1,LRBA,8897
0.1534,Cellline,BL-NHL,BL.C2,LRBA,8898
0.1105,Cellline,BL-NHL,BL.C3,LRBA,8899
0.3086,Cellline,BL-NHL,BL.C4,LRBA,8900
0.2402,Cellline,BL-NHL,BL.C5,LRBA,8901
0.2771,Cellline,BL-NHL,BL.C6,LRBA,8902
0.7786,Cellline,BL-NHL,BL.C7,LRBA,8903
0.6636,Cellline,BL-NHL,BL.C8,LRBA,8904
0.205,Cellline,EWS,EWS.C1,LRBA,8905
0.1555,Cellline,EWS,EWS.C10,LRBA,8906
0.1434,Cellline,EWS,EWS.C11,LRBA,8907
0.2566,Cellline,EWS,EWS.C2,LRBA,8908
0.2263,Cellline,EWS,EWS.C3,LRBA,8909
0.4231,Cellline,EWS,EWS.C4,LRBA,8910
0.2372,Cellline,EWS,EWS.C6,LRBA,8911
0.1844,Cellline,EWS,EWS.C7,LRBA,8912
0.2692,Cellline,EWS,EWS.C8,LRBA,8913
0.2232,Cellline,EWS,EWS.C9,LRBA,8914
0.6452,Cellline,NB,NB.C1,LRBA,8915
0.7067,Cellline,NB,NB.C10,LRBA,8916
0.1863,Cellline,NB,NB.C11,LRBA,8917
0.284,Cellline,NB,NB.C12,LRBA,8918
0.4389,Cellline,NB,NB.C2,LRBA,8919
0.4944,Cellline,NB,NB.C3,LRBA,8920
2.8821,Cellline,NB,NB.C4,LRBA,8921
1.0639,Cellline,NB,NB.C5,LRBA,8922
0.7901,Cellline,NB,NB.C6,LRBA,8923
0.7391,Cellline,NB,NB.C7,LRBA,8924
1.1325,Cellline,NB,NB.C8,LRBA,8925
0.36,Cellline,NB,NB.C9,LRBA,8926
0.1111,Cellline,RMS,RMS.C10,LRBA,8927
0.2535,Cellline,RMS,RMS.C11,LRBA,8928
0.1411,Cellline,RMS,RMS.C2,LRBA,8929
0.3353,Cellline,RMS,RMS.C3,LRBA,8930
0.1868,Cellline,RMS,RMS.C4,LRBA,8931
0.3233,Cellline,RMS,RMS.C5,LRBA,8932
0.3145,Cellline,RMS,RMS.C6,LRBA,8933
0.1247,Cellline,RMS,RMS.C7,LRBA,8934
0.2513,Cellline,RMS,RMS.C8,LRBA,8935
0.224,Cellline,RMS,RMS.C9,LRBA,8936
0.0762,Tumor,EWS,EWS.T1,LRBA,8937
0.2386,Tumor,EWS,EWS.T11,LRBA,8938
0.1987,Tumor,EWS,EWS.T12,LRBA,8939
0.2202,Tumor,EWS,EWS.T13,LRBA,8940
0.2423,Tumor,EWS,EWS.T14,LRBA,8941
0.3826,Tumor,EWS,EWS.T15,LRBA,8942
0.2125,Tumor,EWS,EWS.T19,LRBA,8943
0.1175,Tumor,EWS,EWS.T2,LRBA,8944
0.1116,Tumor,EWS,EWS.T3,LRBA,8945
0.2721,Tumor,EWS,EWS.T4,LRBA,8946
0.7147,Tumor,EWS,EWS.T6,LRBA,8947
0.4043,Tumor,EWS,EWS.T7,LRBA,8948
0.4346,Tumor,EWS,EWS.T9,LRBA,8949
0.1874,Tumor,RMS,RMS.T1,LRBA,8950
0.1161,Tumor,RMS,RMS.T10,LRBA,8951
0.1119,Tumor,RMS,RMS.T11,LRBA,8952
0.162,Tumor,RMS,RMS.T2,LRBA,8953
0.128,Tumor,RMS,RMS.T3,LRBA,8954
0.1186,Tumor,RMS,RMS.T4,LRBA,8955
0.2768,Tumor,RMS,RMS.T5,LRBA,8956
0.1058,Tumor,RMS,RMS.T6,LRBA,8957
0.2133,Tumor,RMS,RMS.T7,LRBA,8958
0.258,Tumor,RMS,RMS.T8,LRBA,8959
0.2584,Tumor,RMS,RMS.T9,LRBA,8960
0.142,Cellline,BL-NHL,BL.C1,LTA,8961
0.1522,Cellline,BL-NHL,BL.C2,LTA,8962
0.1565,Cellline,BL-NHL,BL.C3,LTA,8963
0.1226,Cellline,BL-NHL,BL.C4,LTA,8964
0.209,Cellline,BL-NHL,BL.C5,LTA,8965
0.1397,Cellline,BL-NHL,BL.C6,LTA,8966
0.1595,Cellline,BL-NHL,BL.C7,LTA,8967
0.1932,Cellline,BL-NHL,BL.C8,LTA,8968
0.653,Cellline,EWS,EWS.C1,LTA,8969
0.5741,Cellline,EWS,EWS.C10,LTA,8970
0.5798,Cellline,EWS,EWS.C11,LTA,8971
0.4194,Cellline,EWS,EWS.C2,LTA,8972
0.426,Cellline,EWS,EWS.C3,LTA,8973
0.8681,Cellline,EWS,EWS.C4,LTA,8974
0.9595,Cellline,EWS,EWS.C6,LTA,8975
0.22,Cellline,EWS,EWS.C7,LTA,8976
0.4628,Cellline,EWS,EWS.C8,LTA,8977
0.9338,Cellline,EWS,EWS.C9,LTA,8978
0.3338,Cellline,NB,NB.C1,LTA,8979
0.2894,Cellline,NB,NB.C10,LTA,8980
0.5266,Cellline,NB,NB.C11,LTA,8981
0.1546,Cellline,NB,NB.C12,LTA,8982
0.4052,Cellline,NB,NB.C2,LTA,8983
0.6579,Cellline,NB,NB.C3,LTA,8984
0.1804,Cellline,NB,NB.C4,LTA,8985
0.1878,Cellline,NB,NB.C5,LTA,8986
0.1886,Cellline,NB,NB.C6,LTA,8987
0.3629,Cellline,NB,NB.C7,LTA,8988
0.1907,Cellline,NB,NB.C8,LTA,8989
0.2769,Cellline,NB,NB.C9,LTA,8990
0.0855,Cellline,RMS,RMS.C10,LTA,8991
0.3386,Cellline,RMS,RMS.C11,LTA,8992
0.4102,Cellline,RMS,RMS.C2,LTA,8993
0.446,Cellline,RMS,RMS.C3,LTA,8994
0.205,Cellline,RMS,RMS.C4,LTA,8995
0.1835,Cellline,RMS,RMS.C5,LTA,8996
0.1746,Cellline,RMS,RMS.C6,LTA,8997
0.1117,Cellline,RMS,RMS.C7,LTA,8998
0.0956,Cellline,RMS,RMS.C8,LTA,8999
0.2074,Cellline,RMS,RMS.C9,LTA,9000
0.3934,Tumor,EWS,EWS.T1,LTA,9001
0.6931,Tumor,EWS,EWS.T11,LTA,9002
0.6989,Tumor,EWS,EWS.T12,LTA,9003
0.6227,Tumor,EWS,EWS.T13,LTA,9004
0.5393,Tumor,EWS,EWS.T14,LTA,9005
0.4376,Tumor,EWS,EWS.T15,LTA,9006
0.7107,Tumor,EWS,EWS.T19,LTA,9007
0.628,Tumor,EWS,EWS.T2,LTA,9008
1.1499,Tumor,EWS,EWS.T3,LTA,9009
0.4197,Tumor,EWS,EWS.T4,LTA,9010
0.9718,Tumor,EWS,EWS.T6,LTA,9011
0.8306,Tumor,EWS,EWS.T7,LTA,9012
0.8443,Tumor,EWS,EWS.T9,LTA,9013
0.2106,Tumor,RMS,RMS.T1,LTA,9014
1.2272,Tumor,RMS,RMS.T10,LTA,9015
0.2027,Tumor,RMS,RMS.T11,LTA,9016
0.319,Tumor,RMS,RMS.T2,LTA,9017
0.5856,Tumor,RMS,RMS.T3,LTA,9018
0.2301,Tumor,RMS,RMS.T4,LTA,9019
0.4702,Tumor,RMS,RMS.T5,LTA,9020
1.0028,Tumor,RMS,RMS.T6,LTA,9021
0.4775,Tumor,RMS,RMS.T7,LTA,9022
0.4829,Tumor,RMS,RMS.T8,LTA,9023
0.7129,Tumor,RMS,RMS.T9,LTA,9024
0.1543,Cellline,BL-NHL,BL.C1,LUM,9025
0.127,Cellline,BL-NHL,BL.C2,LUM,9026
0.1093,Cellline,BL-NHL,BL.C3,LUM,9027
0.1021,Cellline,BL-NHL,BL.C4,LUM,9028
0.1193,Cellline,BL-NHL,BL.C5,LUM,9029
0.0515,Cellline,BL-NHL,BL.C6,LUM,9030
0.0681,Cellline,BL-NHL,BL.C7,LUM,9031
0.0677,Cellline,BL-NHL,BL.C8,LUM,9032
0.1326,Cellline,EWS,EWS.C1,LUM,9033
0.0571,Cellline,EWS,EWS.C10,LUM,9034
0.0558,Cellline,EWS,EWS.C11,LUM,9035
0.1046,Cellline,EWS,EWS.C2,LUM,9036
0.1189,Cellline,EWS,EWS.C3,LUM,9037
0.3203,Cellline,EWS,EWS.C4,LUM,9038
0.0757,Cellline,EWS,EWS.C6,LUM,9039
0.4581,Cellline,EWS,EWS.C7,LUM,9040
0.1468,Cellline,EWS,EWS.C8,LUM,9041
0.0715,Cellline,EWS,EWS.C9,LUM,9042
0.1852,Cellline,NB,NB.C1,LUM,9043
0.184,Cellline,NB,NB.C10,LUM,9044
0.162,Cellline,NB,NB.C11,LUM,9045
0.269,Cellline,NB,NB.C12,LUM,9046
0.2656,Cellline,NB,NB.C2,LUM,9047
1.3279,Cellline,NB,NB.C3,LUM,9048
0.0588,Cellline,NB,NB.C4,LUM,9049
0.2177,Cellline,NB,NB.C5,LUM,9050
0.5574,Cellline,NB,NB.C6,LUM,9051
0.7167,Cellline,NB,NB.C7,LUM,9052
0.3091,Cellline,NB,NB.C8,LUM,9053
0.5697,Cellline,NB,NB.C9,LUM,9054
0.1854,Cellline,RMS,RMS.C10,LUM,9055
0.3101,Cellline,RMS,RMS.C11,LUM,9056
0.4655,Cellline,RMS,RMS.C2,LUM,9057
0.2418,Cellline,RMS,RMS.C3,LUM,9058
0.6675,Cellline,RMS,RMS.C4,LUM,9059
0.1761,Cellline,RMS,RMS.C5,LUM,9060
0.0902,Cellline,RMS,RMS.C6,LUM,9061
0.0584,Cellline,RMS,RMS.C7,LUM,9062
0.0703,Cellline,RMS,RMS.C8,LUM,9063
0.1291,Cellline,RMS,RMS.C9,LUM,9064
0.8259,Tumor,EWS,EWS.T1,LUM,9065
0.4073,Tumor,EWS,EWS.T11,LUM,9066
0.1632,Tumor,EWS,EWS.T12,LUM,9067
1.981,Tumor,EWS,EWS.T13,LUM,9068
0.1814,Tumor,EWS,EWS.T14,LUM,9069
0.1615,Tumor,EWS,EWS.T15,LUM,9070
0.5774,Tumor,EWS,EWS.T19,LUM,9071
0.8264,Tumor,EWS,EWS.T2,LUM,9072
1.0211,Tumor,EWS,EWS.T3,LUM,9073
5.2846,Tumor,EWS,EWS.T4,LUM,9074
0.2862,Tumor,EWS,EWS.T6,LUM,9075
0.2604,Tumor,EWS,EWS.T7,LUM,9076
0.4735,Tumor,EWS,EWS.T9,LUM,9077
1.3117,Tumor,RMS,RMS.T1,LUM,9078
0.8531,Tumor,RMS,RMS.T10,LUM,9079
0.4701,Tumor,RMS,RMS.T11,LUM,9080
2.6683,Tumor,RMS,RMS.T2,LUM,9081
0.9611,Tumor,RMS,RMS.T3,LUM,9082
5.078,Tumor,RMS,RMS.T4,LUM,9083
2.7686,Tumor,RMS,RMS.T5,LUM,9084
1.8932,Tumor,RMS,RMS.T6,LUM,9085
6.713,Tumor,RMS,RMS.T7,LUM,9086
0.7692,Tumor,RMS,RMS.T8,LUM,9087
1.2077,Tumor,RMS,RMS.T9,LUM,9088
0.7677,Cellline,BL-NHL,BL.C1,LY6E,9089
0.5651,Cellline,BL-NHL,BL.C2,LY6E,9090
0.9027,Cellline,BL-NHL,BL.C3,LY6E,9091
0.8666,Cellline,BL-NHL,BL.C4,LY6E,9092
0.4578,Cellline,BL-NHL,BL.C5,LY6E,9093
1.0713,Cellline,BL-NHL,BL.C6,LY6E,9094
1.7723,Cellline,BL-NHL,BL.C7,LY6E,9095
1.8196,Cellline,BL-NHL,BL.C8,LY6E,9096
2.9548,Cellline,EWS,EWS.C1,LY6E,9097
5.8072,Cellline,EWS,EWS.C10,LY6E,9098
3.149,Cellline,EWS,EWS.C11,LY6E,9099
2.3186,Cellline,EWS,EWS.C2,LY6E,9100
1.7758,Cellline,EWS,EWS.C3,LY6E,9101
2.1637,Cellline,EWS,EWS.C4,LY6E,9102
3.2055,Cellline,EWS,EWS.C6,LY6E,9103
1.4986,Cellline,EWS,EWS.C7,LY6E,9104
5.3202,Cellline,EWS,EWS.C8,LY6E,9105
3.814,Cellline,EWS,EWS.C9,LY6E,9106
1.733,Cellline,NB,NB.C1,LY6E,9107
1.0929,Cellline,NB,NB.C10,LY6E,9108
1.3856,Cellline,NB,NB.C11,LY6E,9109
1.6976,Cellline,NB,NB.C12,LY6E,9110
2.0393,Cellline,NB,NB.C2,LY6E,9111
2.0419,Cellline,NB,NB.C3,LY6E,9112
1.7368,Cellline,NB,NB.C4,LY6E,9113
1.9177,Cellline,NB,NB.C5,LY6E,9114
1.5265,Cellline,NB,NB.C6,LY6E,9115
1.5795,Cellline,NB,NB.C7,LY6E,9116
2.2317,Cellline,NB,NB.C8,LY6E,9117
1.2724,Cellline,NB,NB.C9,LY6E,9118
1.254,Cellline,RMS,RMS.C10,LY6E,9119
1.5666,Cellline,RMS,RMS.C11,LY6E,9120
1.7613,Cellline,RMS,RMS.C2,LY6E,9121
0.8888,Cellline,RMS,RMS.C3,LY6E,9122
0.4712,Cellline,RMS,RMS.C4,LY6E,9123
1.322,Cellline,RMS,RMS.C5,LY6E,9124
0.6345,Cellline,RMS,RMS.C6,LY6E,9125
0.9384,Cellline,RMS,RMS.C7,LY6E,9126
1.8137,Cellline,RMS,RMS.C8,LY6E,9127
1.2926,Cellline,RMS,RMS.C9,LY6E,9128
2.8495,Tumor,EWS,EWS.T1,LY6E,9129
4.7892,Tumor,EWS,EWS.T11,LY6E,9130
6.002,Tumor,EWS,EWS.T12,LY6E,9131
1.2447,Tumor,EWS,EWS.T13,LY6E,9132
2.6814,Tumor,EWS,EWS.T14,LY6E,9133
1.9032,Tumor,EWS,EWS.T15,LY6E,9134
1.476,Tumor,EWS,EWS.T19,LY6E,9135
2.7234,Tumor,EWS,EWS.T2,LY6E,9136
4.255,Tumor,EWS,EWS.T3,LY6E,9137
1.8124,Tumor,EWS,EWS.T4,LY6E,9138
1.7677,Tumor,EWS,EWS.T6,LY6E,9139
1.6055,Tumor,EWS,EWS.T7,LY6E,9140
5.1028,Tumor,EWS,EWS.T9,LY6E,9141
1.3108,Tumor,RMS,RMS.T1,LY6E,9142
1.2002,Tumor,RMS,RMS.T10,LY6E,9143
0.8559,Tumor,RMS,RMS.T11,LY6E,9144
1.7778,Tumor,RMS,RMS.T2,LY6E,9145
2.0753,Tumor,RMS,RMS.T3,LY6E,9146
2.4373,Tumor,RMS,RMS.T4,LY6E,9147
0.8742,Tumor,RMS,RMS.T5,LY6E,9148
1.7985,Tumor,RMS,RMS.T6,LY6E,9149
0.8366,Tumor,RMS,RMS.T7,LY6E,9150
1.6515,Tumor,RMS,RMS.T8,LY6E,9151
1.4818,Tumor,RMS,RMS.T9,LY6E,9152
2.4256,Cellline,BL-NHL,BL.C1,LYN,9153
0.5152,Cellline,BL-NHL,BL.C2,LYN,9154
1.2705,Cellline,BL-NHL,BL.C3,LYN,9155
2.4757,Cellline,BL-NHL,BL.C4,LYN,9156
2.1557,Cellline,BL-NHL,BL.C5,LYN,9157
1.9916,Cellline,BL-NHL,BL.C6,LYN,9158
1.7072,Cellline,BL-NHL,BL.C7,LYN,9159
1.3449,Cellline,BL-NHL,BL.C8,LYN,9160
0.3149,Cellline,EWS,EWS.C1,LYN,9161
0.2666,Cellline,EWS,EWS.C10,LYN,9162
0.5057,Cellline,EWS,EWS.C11,LYN,9163
0.19,Cellline,EWS,EWS.C2,LYN,9164
0.4384,Cellline,EWS,EWS.C3,LYN,9165
0.1061,Cellline,EWS,EWS.C4,LYN,9166
0.3077,Cellline,EWS,EWS.C6,LYN,9167
0.288,Cellline,EWS,EWS.C7,LYN,9168
0.1677,Cellline,EWS,EWS.C8,LYN,9169
0.2772,Cellline,EWS,EWS.C9,LYN,9170
0.5874,Cellline,NB,NB.C1,LYN,9171
1.0044,Cellline,NB,NB.C10,LYN,9172
1.6243,Cellline,NB,NB.C11,LYN,9173
0.1637,Cellline,NB,NB.C12,LYN,9174
0.1506,Cellline,NB,NB.C2,LYN,9175
0.6379,Cellline,NB,NB.C3,LYN,9176
0.2528,Cellline,NB,NB.C4,LYN,9177
1.6905,Cellline,NB,NB.C5,LYN,9178
1.3945,Cellline,NB,NB.C6,LYN,9179
0.0866,Cellline,NB,NB.C7,LYN,9180
1.6871,Cellline,NB,NB.C8,LYN,9181
0.8193,Cellline,NB,NB.C9,LYN,9182
0.4103,Cellline,RMS,RMS.C10,LYN,9183
0.1943,Cellline,RMS,RMS.C11,LYN,9184
0.7847,Cellline,RMS,RMS.C2,LYN,9185
0.6256,Cellline,RMS,RMS.C3,LYN,9186
0.2744,Cellline,RMS,RMS.C4,LYN,9187
0.337,Cellline,RMS,RMS.C5,LYN,9188
0.2388,Cellline,RMS,RMS.C6,LYN,9189
0.1472,Cellline,RMS,RMS.C7,LYN,9190
0.0669,Cellline,RMS,RMS.C8,LYN,9191
0.5437,Cellline,RMS,RMS.C9,LYN,9192
0.3945,Tumor,EWS,EWS.T1,LYN,9193
0.2663,Tumor,EWS,EWS.T11,LYN,9194
0.2289,Tumor,EWS,EWS.T12,LYN,9195
1.1837,Tumor,EWS,EWS.T13,LYN,9196
0.3432,Tumor,EWS,EWS.T14,LYN,9197
0.6233,Tumor,EWS,EWS.T15,LYN,9198
0.3938,Tumor,EWS,EWS.T19,LYN,9199
